"ts","ts_end","ts_unix","ts_end_unix","ts_delta","srcip_str","srcip","dstip","ratio","bpf","ppf","dpf"
"2016-10-10 21:07:47","2016-10-10 21:09:45",1476133667000,1476133785000,118000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,164,2967,18,2247
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,124,2371,19,1611
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,133,2403,18,1683
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,134,2283,17,1603
"2016-10-10 21:08:47","2016-10-10 21:10:45",1476133727000,1476133845000,118000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,121,2423,20,1623
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,138,2215,16,1575
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,133,2403,18,1683
"2016-10-10 21:09:47","2016-10-10 21:11:45",1476133787000,1476133905000,118000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,124,2371,19,1611
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,117,2475,21,1635
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,122,2451,20,1651
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:10:47","2016-10-10 21:12:45",1476133847000,1476133965000,118000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:23:48","2016-10-10 21:24:45",1476134628000,1476134685000,57000,"221.194.47.208",-574476336,182220873,128,2439,19,1679
"2016-10-10 21:23:48","2016-10-10 21:24:45",1476134628000,1476134685000,57000,"221.194.47.208",-574476336,182220873,121,2423,20,1623
"2016-10-10 21:23:48","2016-10-10 21:24:45",1476134628000,1476134685000,57000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:23:48","2016-10-10 21:24:45",1476134628000,1476134685000,57000,"221.194.47.208",-574476336,182220873,124,2371,19,1611
"2016-10-10 21:23:48","2016-10-10 21:24:45",1476134628000,1476134685000,57000,"221.194.47.208",-574476336,182220873,121,2423,20,1623
"2016-10-10 21:23:48","2016-10-10 21:25:45",1476134628000,1476134745000,117000,"221.194.47.208",-574476336,182220873,129,2455,19,1695
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:24:46","2016-10-10 21:26:45",1476134686000,1476134805000,119000,"221.194.47.208",-574476336,182220873,143,2151,15,1551
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:24:46","2016-10-10 21:25:45",1476134686000,1476134745000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,134,2283,17,1603
"2016-10-10 21:25:46","2016-10-10 21:27:45",1476134746000,1476134865000,119000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,134,2283,17,1603
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,134,2279,17,1599
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:25:46","2016-10-10 21:26:45",1476134746000,1476134805000,59000,"221.194.47.208",-574476336,182220873,146,2195,15,1595
"2016-10-10 21:26:46","2016-10-10 21:27:45",1476134806000,1476134865000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:26:46","2016-10-10 21:27:45",1476134806000,1476134865000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:26:46","2016-10-10 21:27:45",1476134806000,1476134865000,59000,"221.194.47.208",-574476336,182220873,132,2255,17,1575
"2016-10-10 21:26:46","2016-10-10 21:28:45",1476134806000,1476134925000,119000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:26:46","2016-10-10 21:27:45",1476134806000,1476134865000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,117,2475,21,1635
"2016-10-10 21:27:46","2016-10-10 21:29:45",1476134866000,1476134985000,119000,"221.194.47.208",-574476336,182220873,114,2515,22,1635
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,128,2319,18,1599
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,133,2267,17,1587
"2016-10-10 21:27:46","2016-10-10 21:28:45",1476134866000,1476134925000,59000,"221.194.47.208",-574476336,182220873,117,2475,21,1635
"2016-10-10 21:28:46","2016-10-10 21:29:45",1476134926000,1476134985000,59000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:28:46","2016-10-10 21:29:45",1476134926000,1476134985000,59000,"221.194.47.208",-574476336,182220873,124,2371,19,1611
"2016-10-10 21:28:46","2016-10-10 21:29:45",1476134926000,1476134985000,59000,"221.194.47.208",-574476336,182220873,120,2411,20,1611
"2016-10-10 21:28:46","2016-10-10 21:29:45",1476134926000,1476134985000,59000,"221.194.47.208",-574476336,182220873,120,2411,20,1611
"2016-10-10 21:28:46","2016-10-10 21:29:45",1476134926000,1476134985000,59000,"221.194.47.208",-574476336,182220873,143,2151,15,1551
"2016-10-10 21:28:46","2016-10-10 21:30:45",1476134926000,1476135045000,119000,"221.194.47.208",-574476336,182220873,121,2423,20,1623
"2016-10-10 21:29:47","2016-10-10 21:31:46",1476134987000,1476135106000,119000,"221.194.47.208",-574476336,182220873,144,2163,15,1563
"2016-10-10 21:29:47","2016-10-10 21:30:45",1476134987000,1476135045000,58000,"221.194.47.208",-574476336,182220873,135,2299,17,1619
