"ts","ts_end","ts_unix","ts_end_unix","ts_delta","srcip_str","srcip","dstip","srcport","ratio","bpf","ppf","dpf"
"2016-10-06 23:06:02","2016-10-06 23:08:02",1475795162000,1475795282000,120000,"50.233.89.198",854153670,-1062729170,44310,164,3613,22,2733
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,25310,162,3573,22,2693
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,3294,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,21707,158,3637,23,2717
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,27172,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,38039,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,38840,166,3653,22,2773
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,51932,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,2164,165,3637,22,2757
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,48516,230,5064,22,4184
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,62572,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,36670,158,3637,23,2717
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,1037,160,3701,23,2781
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,15786,160,3701,23,2781
"2016-10-06 23:19:03","2016-10-06 23:21:03",1475795943000,1475796063000,120000,"50.233.89.198",854153670,-1062729170,55617,162,3573,22,2693
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,40926,160,3701,23,2781
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,52020,162,3573,22,2693
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,60388,160,3701,23,2781
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,3411,162,3573,22,2693
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,41570,162,3573,22,2693
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,53375,160,3701,23,2781
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,12420,165,3637,22,2757
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,42520,162,3573,22,2693
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,46912,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,57770,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,33979,158,3637,23,2717
"2016-10-06 23:28:03","2016-10-06 23:30:03",1475796483000,1475796603000,120000,"50.233.89.198",854153670,-1062729170,45356,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,24492,164,3613,22,2733
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,40128,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,22492,158,3637,23,2717
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,28649,162,3573,22,2693
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,6483,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,11484,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,58627,162,3573,22,2693
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,62016,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,43778,165,3637,22,2757
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,62676,160,3701,23,2781
"2016-10-06 23:14:03","2016-10-06 23:16:03",1475795643000,1475795763000,120000,"50.233.89.198",854153670,-1062729170,53354,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,58457,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,12841,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,12644,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,36125,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,15584,160,3701,23,2781
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,56752,160,3701,23,2781
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,37714,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:19:03",1475795823000,1475795943000,120000,"50.233.89.198",854153670,-1062729170,34412,165,3637,22,2757
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,27119,160,3701,23,2781
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,57096,158,3637,23,2717
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,29360,162,3573,22,2693
"2016-10-06 23:24:03","2016-10-06 23:26:03",1475796243000,1475796363000,120000,"50.233.89.198",854153670,-1062729170,43157,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,44737,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,38832,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,7241,156,3765,24,2805
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,59970,162,3573,22,2693
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,41991,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,50594,160,3701,23,2781
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,15081,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,62322,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,46564,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,15184,165,3637,22,2757
"2016-10-06 23:31:03","2016-10-06 23:32:03",1475796663000,1475796723000,60000,"50.233.89.198",854153670,-1062729170,53175,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,14181,165,3637,22,2757
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,58553,165,3637,22,2757
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,36606,165,3637,22,2757
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,39120,160,3701,23,2781
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,30990,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,9459,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,38500,160,3701,23,2781
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,35123,160,3701,23,2781
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,1430,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,37574,165,3637,22,2757
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,34625,160,3701,23,2781
"2016-10-06 23:14:03","2016-10-06 23:15:03",1475795643000,1475795703000,60000,"50.233.89.198",854153670,-1062729170,3066,160,3701,23,2781
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,22348,165,3637,22,2757
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,11992,165,3637,22,2757
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,1721,160,3701,23,2781
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,63902,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,13250,165,3637,22,2757
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,40385,160,3701,23,2781
"2016-10-06 23:18:03","2016-10-06 23:20:03",1475795883000,1475796003000,120000,"50.233.89.198",854153670,-1062729170,17195,148,4002,27,2922
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,34276,165,3637,22,2757
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,31663,165,3637,22,2757
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,20477,165,3637,22,2757
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,4876,165,3637,22,2757
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,30153,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,31569,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,12965,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,31198,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,44620,162,3573,22,2693
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,43256,160,3701,23,2781
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,29087,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,12089,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,42932,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,52829,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,49544,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,43508,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,1301,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,20380,162,3573,22,2693
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,18917,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,20607,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,64399,160,3701,23,2781
"2016-10-06 23:35:03","2016-10-06 23:36:03",1475796903000,1475796963000,60000,"50.233.89.198",854153670,-1062729170,35946,165,3637,22,2757
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,64383,147,3984,27,2904
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,11722,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,48429,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,22336,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,64002,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,33669,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,59324,160,3689,23,2769
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,23414,158,3637,23,2717
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,34717,160,3701,23,2781
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,9606,70,704,10,304
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,5311,163,3757,23,2837
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,17313,165,3637,22,2757
"2016-10-06 23:22:03","2016-10-06 23:23:03",1475796123000,1475796183000,60000,"50.233.89.198",854153670,-1062729170,7048,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,43182,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,49802,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,28036,165,3637,22,2757
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,37182,165,3637,22,2757
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,63226,158,3637,23,2717
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,31885,160,3701,23,2781
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,58837,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,63144,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:32:03",1475796603000,1475796723000,120000,"50.233.89.198",854153670,-1062729170,12649,162,3573,22,2693
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,47014,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,13917,160,3701,23,2781
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,11930,160,3701,23,2781
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,33103,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,21482,160,3689,23,2769
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,50538,162,3573,22,2693
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,31660,160,3701,23,2781
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,1358,165,3637,22,2757
"2016-10-06 23:05:02","2016-10-06 23:07:02",1475795102000,1475795222000,120000,"50.233.89.198",854153670,-1062729170,3218,160,3701,23,2781
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,59178,165,3637,22,2757
"2016-10-06 23:07:03","2016-10-06 23:08:02",1475795223000,1475795282000,59000,"50.233.89.198",854153670,-1062729170,13059,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,15696,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,63414,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:26:03",1475795343000,1475796363000,1020000,"50.233.89.198",854153670,-1062729170,19513,161,7274,45,5474
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,42012,164,3613,22,2733
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,27248,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,34554,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,43618,160,3701,23,2781
"2016-10-06 23:13:03","2016-10-06 23:14:03",1475795583000,1475795643000,60000,"50.233.89.198",854153670,-1062729170,21897,158,3637,23,2717
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,2428,162,3573,22,2693
"2016-10-06 23:15:03","2016-10-06 23:16:03",1475795703000,1475795763000,60000,"50.233.89.198",854153670,-1062729170,33856,165,3637,22,2757
"2016-10-06 23:16:03","2016-10-06 23:17:03",1475795763000,1475795823000,60000,"50.233.89.198",854153670,-1062729170,60094,160,3701,23,2781
"2016-10-06 23:17:03","2016-10-06 23:18:03",1475795823000,1475795883000,60000,"50.233.89.198",854153670,-1062729170,16464,165,3637,22,2757
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,29855,165,3637,22,2757
"2016-10-06 23:18:03","2016-10-06 23:19:03",1475795883000,1475795943000,60000,"50.233.89.198",854153670,-1062729170,60516,156,3909,25,2909
"2016-10-06 23:20:03","2016-10-06 23:21:03",1475796003000,1475796063000,60000,"50.233.89.198",854153670,-1062729170,24212,162,3573,22,2693
"2016-10-06 23:21:03","2016-10-06 23:22:03",1475796063000,1475796123000,60000,"50.233.89.198",854153670,-1062729170,57491,165,3637,22,2757
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,18905,165,3637,22,2757
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,3363,160,3701,23,2781
"2016-10-06 23:23:03","2016-10-06 23:24:03",1475796183000,1475796243000,60000,"50.233.89.198",854153670,-1062729170,11440,162,3573,22,2693
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,49935,160,3701,23,2781
"2016-10-06 23:24:03","2016-10-06 23:25:03",1475796243000,1475796303000,60000,"50.233.89.198",854153670,-1062729170,53216,165,3637,22,2757
"2016-10-06 23:25:03","2016-10-06 23:26:03",1475796303000,1475796363000,60000,"50.233.89.198",854153670,-1062729170,3694,160,3689,23,2769
"2016-10-06 23:26:03","2016-10-06 23:27:03",1475796363000,1475796423000,60000,"50.233.89.198",854153670,-1062729170,38431,156,3765,24,2805
"2016-10-06 23:27:03","2016-10-06 23:28:03",1475796423000,1475796483000,60000,"50.233.89.198",854153670,-1062729170,14903,160,3701,23,2781
"2016-10-06 23:27:03","2016-10-06 23:29:03",1475796423000,1475796543000,120000,"50.233.89.198",854153670,-1062729170,49894,165,3637,22,2757
"2016-10-06 23:28:03","2016-10-06 23:29:03",1475796483000,1475796543000,60000,"50.233.89.198",854153670,-1062729170,21776,165,3637,22,2757
"2016-10-06 23:29:03","2016-10-06 23:30:03",1475796543000,1475796603000,60000,"50.233.89.198",854153670,-1062729170,29758,165,3637,22,2757
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,9593,160,3701,23,2781
"2016-10-06 23:30:03","2016-10-06 23:31:03",1475796603000,1475796663000,60000,"50.233.89.198",854153670,-1062729170,64927,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:34:03",1475796724000,1475796843000,119000,"50.233.89.198",854153670,-1062729170,23015,165,3637,22,2757
"2016-10-06 23:32:04","2016-10-06 23:33:03",1475796724000,1475796783000,59000,"50.233.89.198",854153670,-1062729170,36634,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,58068,166,3837,23,2917
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,4185,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,60998,165,3637,22,2757
"2016-10-06 23:33:04","2016-10-06 23:34:03",1475796784000,1475796843000,59000,"50.233.89.198",854153670,-1062729170,7245,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,5594,160,3701,23,2781
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,33215,165,3637,22,2757
"2016-10-06 23:34:03","2016-10-06 23:35:03",1475796843000,1475796903000,60000,"50.233.89.198",854153670,-1062729170,23991,165,3637,22,2757
"2016-10-06 23:35:03","2016-10-06 23:36:03",1475796903000,1475796963000,60000,"50.233.89.198",854153670,-1062729170,45099,100,6865,68,4145
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,50541,160,3701,23,2781
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,50513,165,3637,22,2757
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,15861,165,3637,22,2757
"2016-10-06 23:05:02","2016-10-06 23:06:02",1475795102000,1475795162000,60000,"50.233.89.198",854153670,-1062729170,42550,165,3637,22,2757
"2016-10-06 23:06:02","2016-10-06 23:07:02",1475795162000,1475795222000,60000,"50.233.89.198",854153670,-1062729170,32564,165,3637,22,2757
"2016-10-06 23:08:03","2016-10-06 23:10:02",1475795283000,1475795402000,119000,"50.233.89.198",854153670,-1062729170,39475,162,3573,22,2693
"2016-10-06 23:08:03","2016-10-06 23:09:02",1475795283000,1475795342000,59000,"50.233.89.198",854153670,-1062729170,15474,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:10:02",1475795343000,1475795402000,59000,"50.233.89.198",854153670,-1062729170,43328,165,3637,22,2757
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,32160,165,3637,22,2757
"2016-10-06 23:09:03","2016-10-06 23:11:02",1475795343000,1475795462000,119000,"50.233.89.198",854153670,-1062729170,24389,160,3701,23,2781
"2016-10-06 23:10:03","2016-10-06 23:11:02",1475795403000,1475795462000,59000,"50.233.89.198",854153670,-1062729170,24403,165,3637,22,2757
"2016-10-06 23:11:03","2016-10-06 23:12:02",1475795463000,1475795522000,59000,"50.233.89.198",854153670,-1062729170,24498,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,52380,165,3637,22,2757
"2016-10-06 23:12:03","2016-10-06 23:13:03",1475795523000,1475795583000,60000,"50.233.89.198",854153670,-1062729170,52296,165,3637,22,2757
