"ts","ts_end","ts_delta","srcip","srcport","dstip","conn_dir","bytes_vol","pkt_vol"
1475795643000,1475795763000,120000,854153670,53354,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,10116,-1062729170,1,3637,22
1475795643000,1475795703000,60000,854153670,35668,-1062729170,0,3191,18
1475795643000,1475795703000,60000,854153670,16523,-1062729170,0,3191,18
1475795643000,1475795703000,60000,854153670,48516,-1062729170,1,5064,22
1475795643000,1475795703000,60000,854153670,48516,-1062729170,0,3175,18
1475795643000,1475795703000,60000,854153670,11305,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,14165,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,12673,-1062729170,0,3191,18
1475795643000,1475795703000,60000,854153670,16523,-1062729170,1,3701,23
1475795643000,1475795703000,60000,854153670,23539,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,3066,-1062729170,1,3701,23
1475795643000,1475795703000,60000,854153670,23539,-1062729170,1,3637,22
1475795643000,1475795703000,60000,854153670,6497,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,22215,-1062729170,0,3087,17
1475795643000,1475795703000,60000,854153670,6497,-1062729170,1,3637,22
1475795643000,1475795703000,60000,854153670,22215,-1062729170,1,3573,22
1475795643000,1475795703000,60000,854153670,35668,-1062729170,1,3701,23
1475795643000,1475795703000,60000,854153670,64605,-1062729170,0,3191,18
1475795643000,1475795703000,60000,854153670,39500,-1062729170,1,3573,22
1475795643000,1475795703000,60000,854153670,17271,-1062729170,0,3191,18
1475795643000,1475795703000,60000,854153670,11305,-1062729170,1,3637,22
1475795649000,1475795767000,118000,854153670,7582,-1407319846,1,3356,15
1475795649000,1475795767000,118000,854153670,7582,-1407319846,0,19332,19
1475795703000,1475795763000,60000,854153670,14276,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,64190,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,64190,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,35305,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,41587,-1062729170,1,3105,15
1475795703000,1475795763000,60000,854153670,53801,-1062729170,1,3701,23
1475795703000,1475795763000,60000,854153670,22348,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,37429,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,42710,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,3002,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,3002,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,33856,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,59021,-1062729170,1,3701,23
1475795703000,1475795763000,60000,854153670,52099,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,37429,-1062729170,1,3637,23
1475795703000,1475795763000,60000,854153670,59021,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,11992,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,12350,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,22348,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,14783,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,41587,-1062729170,0,2775,13
1475795703000,1475795763000,60000,854153670,42710,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,12350,-1062729170,1,3701,23
1475795703000,1475795763000,60000,854153670,11992,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,35305,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,2428,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,52099,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,1721,-1062729170,1,3701,23
1475795703000,1475795763000,60000,854153670,15800,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,53801,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,31922,-1062729170,0,3087,17
1475795703000,1475795763000,60000,854153670,31922,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,2428,-1062729170,1,3573,22
1475795703000,1475795763000,60000,854153670,15800,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,1721,-1062729170,0,3191,18
1475795703000,1475795763000,60000,854153670,14276,-1062729170,1,3637,22
1475795703000,1475795763000,60000,854153670,14783,-1062729170,1,3701,23
1475795703000,1475795763000,60000,854153670,33856,-1062729170,1,3637,22
1475795752000,1475795801000,49000,-1268656219,4687,167772167,0,3283,12
1475795752000,1475795801000,49000,-1268656219,4687,167772167,1,2207,11
1475795763000,1475795883000,120000,854153670,64408,-1062729170,0,3191,18
1475795763000,1475795823000,60000,854153670,63902,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,43213,-1062729170,1,3573,22
1475795763000,1475795823000,60000,854153670,41587,-1062729170,0,312,4
1475795763000,1475795883000,120000,854153670,64408,-1062729170,1,3701,23
1475795763000,1475795823000,60000,854153670,3202,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,61161,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,3202,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,30634,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,61305,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,61305,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,3826,-1062729170,0,3191,18
1475795763000,1475795823000,60000,854153670,58457,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,64899,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,1543,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,1543,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,46830,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,60094,-1062729170,0,3191,18
1475795763000,1475795823000,60000,854153670,12841,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,60018,-1062729170,1,3701,23
1475795763000,1475795823000,60000,854153670,46711,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,62572,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,41587,-1062729170,1,532,7
1475795763000,1475795823000,60000,854153670,63902,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,58457,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,8825,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,62572,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,64899,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,61161,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,12841,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,43213,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,8825,-1062729170,1,3637,22
1475795763000,1475795823000,60000,854153670,48062,-1062729170,0,3191,18
1475795763000,1475795823000,60000,854153670,30634,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,60094,-1062729170,1,3701,23
1475795763000,1475795823000,60000,854153670,3826,-1062729170,1,3701,23
1475795763000,1475795823000,60000,854153670,46830,-1062729170,0,3087,17
1475795763000,1475795823000,60000,854153670,48062,-1062729170,1,3701,23
1475795763000,1475795823000,60000,854153670,60018,-1062729170,0,3191,18
1475795763000,1475795823000,60000,854153670,46711,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,5311,-1062729170,0,3151,18
1475795823000,1475795883000,60000,854153670,58704,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,9606,-1062729170,1,704,10
1475795823000,1475795883000,60000,854153670,52453,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,58704,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,12644,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,24429,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,64825,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,15584,-1062729170,0,3191,18
1475795823000,1475795883000,60000,854153670,5311,-1062729170,1,3757,23
1475795823000,1475795883000,60000,854153670,12644,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,36125,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,15584,-1062729170,1,3701,23
1475795823000,1475795883000,60000,854153670,56752,-1062729170,1,3701,23
1475795823000,1475795883000,60000,854153670,37714,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,37714,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,40385,-1062729170,0,3191,18
1475795823000,1475795883000,60000,854153670,33379,-1062729170,0,3087,17
1475795823000,1475795943000,120000,854153670,34412,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,16464,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,29541,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,36125,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,6616,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,13250,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,36670,-1062729170,0,3191,18
1475795823000,1475795883000,60000,854153670,36670,-1062729170,1,3637,23
1475795823000,1475795883000,60000,854153670,40385,-1062729170,1,3701,23
1475795823000,1475795883000,60000,854153670,56752,-1062729170,0,3191,18
1475795823000,1475795883000,60000,854153670,65324,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,65324,-1062729170,1,3637,22
1475795823000,1475795943000,120000,854153670,34412,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,9606,-1062729170,0,468,6
1475795823000,1475795883000,60000,854153670,16464,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,13250,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,64825,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,29541,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,6616,-1062729170,1,3637,22
1475795823000,1475795883000,60000,854153670,24429,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,52453,-1062729170,0,3087,17
1475795823000,1475795883000,60000,854153670,33379,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,38065,-1062729170,1,3573,22
1475795883000,1475796003000,120000,854153670,17195,-1062729170,0,5286,25
1475795883000,1475795943000,60000,854153670,9963,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,2175,-1062729170,1,3701,23
1475795883000,1475795943000,60000,854153670,2269,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,11841,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,38714,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,34276,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,60882,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,34362,-1062729170,1,3701,23
1475795883000,1475795943000,60000,854153670,49773,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,11841,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,26729,-1062729170,1,4201,26
1475795883000,1475795943000,60000,854153670,26729,-1062729170,0,3539,23
1475795883000,1475795943000,60000,854153670,1037,-1062729170,0,3191,18
1475795883000,1475795943000,60000,854153670,49773,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,38714,-1062729170,0,3087,17
1475795883000,1475796003000,120000,854153670,17195,-1062729170,1,4002,27
1475795883000,1475795943000,60000,854153670,2175,-1062729170,0,3191,18
1475795883000,1475795943000,60000,854153670,60516,-1062729170,0,3319,20
1475795883000,1475795943000,60000,854153670,38065,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,1037,-1062729170,1,3701,23
1475795883000,1475795943000,60000,854153670,15786,-1062729170,0,3191,18
1475795883000,1475795943000,60000,854153670,15786,-1062729170,1,3701,23
1475795883000,1475795943000,60000,854153670,32194,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,34276,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,29855,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,29855,-1062729170,0,3087,17
1475795883000,1475795943000,60000,854153670,9963,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,60516,-1062729170,1,3909,25
1475795883000,1475795943000,60000,854153670,32194,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,60882,-1062729170,1,3637,22
1475795883000,1475795943000,60000,854153670,34362,-1062729170,0,3191,18
1475795883000,1475795943000,60000,854153670,2269,-1062729170,1,3637,22
1475795893000,1475796068000,175000,1187318598,1690,-1407319846,1,192281,3590
1475795893000,1475796068000,175000,1187318598,1690,-1407319846,0,4986087,3627
1475795905000,1475795963000,58000,1187318598,1684,168428808,1,4277,20
1475795905000,1475795963000,58000,1187318598,1684,168428808,0,3119,14
1475795905000,1475795963000,58000,1607859387,39256,168428808,0,3207,12
1475795905000,1475795963000,58000,1607859387,39256,168428808,1,1671,13
1475795943000,1475796003000,60000,854153670,61469,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,50860,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,28024,-1062729170,1,3701,23
1475795943000,1475796003000,60000,854153670,56437,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,50860,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,23389,-1062729170,1,3689,23
1475795943000,1475796003000,60000,854153670,2916,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,41279,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,61469,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,63140,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,41994,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,39274,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,2916,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,4550,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,15441,-1062729170,1,3637,22
1475795943000,1475796063000,120000,854153670,55617,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,56437,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,7709,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,16523,-1062729170,1,3701,23
1475795943000,1475796003000,60000,854153670,23389,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,16523,-1062729170,0,3191,18
1475795943000,1475796003000,60000,854153670,41994,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,22638,-1062729170,1,3613,22
1475795943000,1475796063000,120000,854153670,55617,-1062729170,1,3573,22
1475795943000,1475796003000,60000,854153670,57508,-1062729170,0,3295,19
1475795943000,1475796003000,60000,854153670,15441,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,63140,-1062729170,0,3087,17
1475795943000,1475796003000,60000,854153670,7709,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,39274,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,28024,-1062729170,0,3183,18
1475795943000,1475796003000,60000,854153670,41279,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,4550,-1062729170,1,3637,22
1475795943000,1475796003000,60000,854153670,22638,-1062729170,0,3163,18
1475795943000,1475796003000,60000,854153670,57508,-1062729170,1,3765,24
1475796003000,1475796063000,60000,854153670,57004,-1062729170,1,3105,15
1475796003000,1475796063000,60000,854153670,57096,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,13782,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,3213,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,13305,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,3213,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,17313,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,17313,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,25651,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,21924,-1062729170,1,3701,23
1475796003000,1475796063000,60000,854153670,36159,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,27119,-1062729170,1,3701,23
1475796003000,1475796063000,60000,854153670,57096,-1062729170,1,3637,23
1475796003000,1475796063000,60000,854153670,25651,-1062729170,1,3573,22
1475796003000,1475796063000,60000,854153670,5653,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,36159,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,27119,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,40926,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,10298,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,32056,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,34049,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,10298,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,27473,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,34049,-1062729170,1,3701,23
1475796003000,1475796063000,60000,854153670,57004,-1062729170,0,2671,12
1475796003000,1475796063000,60000,854153670,21058,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,58250,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,40926,-1062729170,1,3701,23
1475796003000,1475796063000,60000,854153670,21924,-1062729170,0,3191,18
1475796003000,1475796063000,60000,854153670,24212,-1062729170,1,3573,22
1475796003000,1475796063000,60000,854153670,5653,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,24212,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,21058,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,32056,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,13782,-1062729170,0,3087,17
1475796003000,1475796063000,60000,854153670,27473,-1062729170,1,3637,22
1475796003000,1475796063000,60000,854153670,58250,-1062729170,1,3701,23
1475796003000,1475796063000,60000,854153670,13305,-1062729170,1,3637,22
1475796030000,1475796078000,48000,-1268656219,1740,168435625,0,3287,14
1475796030000,1475796078000,48000,-1268656219,1740,168435625,1,2287,13
1475796063000,1475796123000,60000,854153670,57279,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,20261,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,57004,-1062729170,1,532,7
1475796063000,1475796123000,60000,854153670,30244,-1062729170,1,3637,22
1475796063000,1475796183000,120000,854153670,40968,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,42478,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,31293,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,36810,-1062729170,1,3573,22
1475796063000,1475796123000,60000,854153670,15797,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,20261,-1062729170,1,3637,23
1475796063000,1475796123000,60000,854153670,8182,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,2723,-1062729170,1,3637,22
1475796063000,1475796183000,120000,854153670,40968,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,52020,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,2239,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,31293,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,57004,-1062729170,0,416,5
1475796063000,1475796123000,60000,854153670,60651,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,60651,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,8182,-1062729170,1,3701,23
1475796063000,1475796123000,60000,854153670,31663,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,31663,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,41592,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,57491,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,2239,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,38236,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,64694,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,30244,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,52020,-1062729170,1,3573,22
1475796063000,1475796123000,60000,854153670,23772,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,4135,-1062729170,0,3191,18
1475796063000,1475796123000,60000,854153670,64694,-1062729170,1,3701,23
1475796063000,1475796123000,60000,854153670,42478,-1062729170,1,3701,23
1475796063000,1475796123000,60000,854153670,41592,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,57491,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,23772,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,15797,-1062729170,1,3637,22
1475796063000,1475796123000,60000,854153670,4135,-1062729170,1,3701,23
1475796063000,1475796123000,60000,854153670,57279,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,36810,-1062729170,0,3087,17
1475796063000,1475796123000,60000,854153670,38236,-1062729170,1,3701,23
1475796063000,1475796123000,60000,854153670,2723,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,52134,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,16527,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,7048,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,49989,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,34119,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,60388,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,30922,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,54798,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,16850,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,31853,-1062729170,0,3191,18
1475796123000,1475796243000,120000,854153670,10211,-1062729170,1,3637,23
1475796123000,1475796183000,60000,854153670,34119,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,29179,-1062729170,1,3637,23
1475796123000,1475796183000,60000,854153670,3411,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,30326,-1062729170,1,3637,23
1475796123000,1475796183000,60000,854153670,31853,-1062729170,1,3701,23
1475796123000,1475796183000,60000,854153670,54798,-1062729170,1,3701,23
1475796123000,1475796183000,60000,854153670,10277,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,30469,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,16527,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,16850,-1062729170,1,3637,23
1475796123000,1475796183000,60000,854153670,49989,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,20477,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,33189,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,33189,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,29179,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,60388,-1062729170,1,3701,23
1475796123000,1475796183000,60000,854153670,3411,-1062729170,1,3573,22
1475796123000,1475796183000,60000,854153670,30326,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,30411,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,7048,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,5888,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,10277,-1062729170,1,3637,22
1475796123000,1475796243000,120000,854153670,10211,-1062729170,0,3191,18
1475796123000,1475796183000,60000,854153670,52134,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,30411,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,30469,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,30922,-1062729170,1,3637,22
1475796123000,1475796183000,60000,854153670,5888,-1062729170,0,3087,17
1475796123000,1475796183000,60000,854153670,20477,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,42778,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,14932,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,46142,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,53375,-1062729170,0,3191,18
1475796183000,1475796243000,60000,854153670,16991,-1062729170,1,3573,22
1475796183000,1475796303000,120000,854153670,10649,-1062729170,1,3689,23
1475796183000,1475796243000,60000,854153670,62836,-1062729170,1,3637,23
1475796183000,1475796243000,60000,854153670,14932,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,26012,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,26012,-1062729170,1,3573,22
1475796183000,1475796303000,120000,854153670,10649,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,54227,-1062729170,1,3701,23
1475796183000,1475796243000,60000,854153670,23913,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,29308,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,4876,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,46142,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,18905,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,3363,-1062729170,0,3191,18
1475796183000,1475796243000,60000,854153670,62836,-1062729170,0,3191,18
1475796183000,1475796243000,60000,854153670,23913,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,4876,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,41570,-1062729170,1,3573,22
1475796183000,1475796243000,60000,854153670,53375,-1062729170,1,3701,23
1475796183000,1475796243000,60000,854153670,30153,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,30153,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,29308,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,18905,-1062729170,1,3637,22
1475796183000,1475796243000,60000,854153670,42778,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,16991,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,54227,-1062729170,0,3191,18
1475796183000,1475796243000,60000,854153670,3363,-1062729170,1,3701,23
1475796183000,1475796243000,60000,854153670,41570,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,44576,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,11440,-1062729170,0,3087,17
1475796183000,1475796243000,60000,854153670,44576,-1062729170,1,3573,22
1475796183000,1475796243000,60000,854153670,11440,-1062729170,1,3573,22
1475796243000,1475796303000,60000,854153670,59677,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,29360,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,60783,-1062729170,1,3573,22
1475796243000,1475796303000,60000,854153670,34314,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,20253,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,34314,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,65124,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,12420,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,1941,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,29360,-1062729170,1,3573,22
1475796243000,1475796303000,60000,854153670,53216,-1062729170,0,3087,17
1475796243000,1475796363000,120000,854153670,43157,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,51915,-1062729170,1,3701,23
1475796243000,1475796303000,60000,854153670,1762,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,47111,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,9046,-1062729170,0,3191,18
1475796243000,1475796303000,60000,854153670,9046,-1062729170,1,3701,23
1475796243000,1475796303000,60000,854153670,59843,-1062729170,0,3191,18
1475796243000,1475796303000,60000,854153670,42520,-1062729170,0,3087,17
1475796243000,1475796303000,60000,854153670,1762,-1062729170,1,3637,22
1475796243000,1475796303000,60000,854153670,59843,-1062729170,1,3701,23
1475796243000,1475796303000,60000,854153670,12420,-1062729170,1,3637,22
