"ts","ts_end","ts_unix","ts_end_unix","ts_delta","srcip_str","srcip","dstip","ratio","bpf","ppf","dpf"
"2016-10-10 21:07:47","2016-10-10 21:09:45",1476133667000,1476133785000,118000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,163,3105,19,2345
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,161,3229,20,2429
"2016-10-10 21:07:47","2016-10-10 21:08:45",1476133667000,1476133725000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,157,3157,20,2357
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:08:47","2016-10-10 21:09:45",1476133727000,1476133785000,58000,"221.194.47.208",-574476336,182220873,157,3157,20,2357
"2016-10-10 21:08:47","2016-10-10 21:10:45",1476133727000,1476133845000,118000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,156,3281,21,2441
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,157,3157,20,2357
"2016-10-10 21:09:47","2016-10-10 21:11:45",1476133787000,1476133905000,118000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:09:47","2016-10-10 21:10:45",1476133787000,1476133845000,58000,"221.194.47.208",-574476336,182220873,199,3993,20,3193
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,150,3303,22,2423
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,162,3093,19,2333
"2016-10-10 21:10:47","2016-10-10 21:11:45",1476133847000,1476133905000,58000,"221.194.47.208",-574476336,182220873,162,3241,20,2441
