"ts","ts_end","ts_unix","ts_end_unix","ts_delta","srcip_str","srcip","dstip","ratio","bpf","ppf","dpf"
"2016-10-10 21:29:03","2016-10-10 21:30:02",1476134943000,1476135002000,59000,"221.194.47.208",-574476336,182211063,157,3157,20,2357
"2016-10-10 21:29:03","2016-10-10 21:30:02",1476134943000,1476135002000,59000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:29:03","2016-10-10 21:30:02",1476134943000,1476135002000,59000,"221.194.47.208",-574476336,182211063,157,3145,20,2345
"2016-10-10 21:29:03","2016-10-10 21:30:02",1476134943000,1476135002000,59000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:29:03","2016-10-10 21:31:03",1476134943000,1476135063000,120000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,157,3145,20,2345
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:32:03",1476135003000,1476135123000,120000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:30:03","2016-10-10 21:31:03",1476135003000,1476135063000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,156,3293,21,2453
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,160,3365,21,2525
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:31:03","2016-10-10 21:33:03",1476135063000,1476135183000,120000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,155,3429,22,2549
"2016-10-10 21:31:03","2016-10-10 21:32:03",1476135063000,1476135123000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,193,4057,21,3217
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,164,2957,18,2237
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:32:03","2016-10-10 21:33:03",1476135123000,1476135183000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:32:03","2016-10-10 21:34:03",1476135123000,1476135243000,120000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:35:03",1476135183000,1476135303000,120000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,157,3157,20,2357
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:33:03","2016-10-10 21:34:03",1476135183000,1476135243000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:34:03","2016-10-10 21:35:03",1476135243000,1476135303000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:34:03","2016-10-10 21:35:03",1476135243000,1476135303000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:34:03","2016-10-10 21:35:03",1476135243000,1476135303000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
"2016-10-10 21:34:03","2016-10-10 21:35:03",1476135243000,1476135303000,60000,"221.194.47.208",-574476336,182211063,162,3093,19,2333
